sample,time_s,ecg_mV
191,0.764,0.39209888273063814
192,0.768,0.3913360456586451
193,0.772,0.38290848718824655
194,0.776,0.37017133146732284
195,0.78,0.4256953114890816
196,0.784,0.4394269216175343
197,0.788,0.42365739230457494
198,0.792,0.3970393423960251
199,0.796,0.39803829935469454
200,0.8,0.43470347523518593
201,0.804,0.44906552975302405
202,0.808,0.46044676610650587
203,0.812,0.4238791897240472
204,0.816,0.45360099766545137
205,0.82,0.4757071735360407
206,0.824,0.45932001962028984
207,0.828,0.4553791189691827
208,0.832,0.39078502048360875
209,0.836,0.3906498922080819
210,0.84,0.4362962275327423
211,0.844,0.48086105640837845
212,0.848,0.4278169195325081
213,0.852,0.38180979844713375
214,0.856,0.33534640614305616
215,0.86,0.39687632801843187
216,0.864,0.4059366916073007
217,0.868,0.39429377639322966
218,0.872,0.33794467553374
219,0.876,0.3300015173052379
220,0.88,0.32373017368866397
221,0.884,0.3523973265425284
222,0.888,0.3943913350348927
223,0.892,0.2816110183167663
224,0.896,0.26214219680387507
225,0.9,0.33805687153079145
226,0.904,0.38045290746640514
227,0.908,0.2843531886396605
228,0.912,0.24782080697615352
229,0.916,0.23823693658391557
230,0.92,0.28708607070948877
231,0.924,0.26235975474361944
232,0.928,0.25416250042774857
233,0.932,0.22291997491152382
234,0.936,0.1958810023586748
235,0.94,0.20677511800093334
236,0.944,0.2370010045471228
237,0.948,0.19490452242110926
238,0.952,0.16756176319627455
239,0.956,0.14806452858929056
240,0.96,0.184431392060918
241,0.964,0.1980240402249418
242,0.968,0.1986400423455663
243,0.972,0.16243885770327765
244,0.976,0.12983906032963094
245,0.98,0.16253516645916127
246,0.984,0.18663695518439596
247,0.988,0.16945540930712805
248,0.992,0.11209142775635988
249,0.996,0.11509830643852333
250,1.0,0.13822322693780542
251,1.004,0.20845805842777387
252,1.008,0.18412505533147858
253,1.012,0.119547315122213
254,1.016,0.08428620769896956
255,1.02,0.10959830033620985
256,1.024,0.18283294914065648
257,1.028,0.15205369850002032
258,1.032,0.11362558324305891
259,1.036,0.059824539518908405
260,1.04,0.14032161059719692
261,1.044,0.16436631200394972
262,1.048,0.12292152191225267
263,1.052,0.09288879966757255
264,1.056,0.09320887002838422
265,1.06,0.12269851171912768
266,1.064,0.15001198250797895
267,1.068,0.14117120988822876
268,1.072,0.09810325212957824
269,1.076,0.09371918031270353
270,1.08,0.15212164850143622
271,1.084,0.11444943931619805
272,1.088,0.14577670412991792
273,1.092,0.11457684187230918
274,1.096,0.1069337583748961
275,1.1,0.13154552560775604
276,1.104,0.14368149152083726
277,1.108,0.17268789018405947
278,1.112,0.16132851342454982
279,1.116,0.09487888740442559
280,1.12,0.17661534976251025
281,1.124,0.1939966937618063
282,1.128,0.19184195261438536
283,1.132,0.13870725401243106
284,1.136,0.14479553603478276
285,1.14,0.2132810028276008
286,1.144,0.2392268610244865
287,1.148,0.25245663455608486
288,1.152,0.20613652526275897
289,1.156,0.18439548297320466
290,1.16,0.24477836472722123
291,1.164,0.25743660929606954
292,1.168,0.2537566181890074
293,1.172,0.1935129293300668
294,1.176,0.18754691392873676
295,1.18,0.2063436648760532
296,1.184,0.26830899306911965
297,1.188,0.21396008500027386
298,1.192,0.20461544817849356
299,1.196,0.17008163703582524
300,1.2,0.22284580385100727
301,1.204,0.24289340930541609
302,1.208,0.24323327119367205
303,1.212,0.1758531095999579
304,1.216,0.11477060405288794
305,1.22,0.16804715378340462
306,1.224,0.17426740081545106
307,1.228,0.16617405784725536
308,1.232,0.15453788325712636
309,1.236,0.11928015308118294
310,1.24,0.12196867639133181
311,1.244,0.14337732858897606
312,1.248,0.14365909719974865
313,1.252,0.07458478644788956
314,1.256,0.06666180055686695
315,1.26,0.11303883414982702
316,1.264,0.1573124486609529
317,1.268,0.1309672359759761
318,1.272,0.03420811768845214
319,1.276,0.06515632730749728
320,1.28,0.09152708109023414
321,1.284,0.1285252289692001
322,1.288,0.13526245710495885
323,1.292,0.02589092951841023
324,1.296,0.03776206340843972
325,1.3,0.09026719859614787
326,1.304,0.08178689899198868
327,1.308,0.12003087340428747
328,1.312,0.05227192181799621
329,1.316,0.03758696686158157
330,1.32,0.030136637650989673
331,1.324,0.06928103934554877
332,1.328,0.041385122607950194
333,1.332,-0.029751341576403762
334,1.336,-0.045689334602995096
335,1.34,0.003475461234235884
336,1.344,0.055759706455327795
337,1.348,0.12402603328925
338,1.352,0.1829918528842231
339,1.356,0.3133291317646889
340,1.36,0.5200595693049886
341,1.364,0.6944389619944953
342,1.368,0.8693012711885533
343,1.372,0.9909343793099309
344,1.376,1.0074234547808074
345,1.38,1.0276083302140624
346,1.384,0.9878462892491191
347,1.388,0.8334778886030664
348,1.392,0.590629915008332
349,1.396,0.4102872386289072
350,1.4,0.2609460445269719
351,1.404,0.1488369432374002
352,1.408,0.01799525950164162
353,1.412,-0.07371234571296456
354,1.416,-0.18719576856979267
355,1.42,-0.21700755940797073
356,1.424,-0.12761134106213226
357,1.428,-0.1674366898114383
358,1.432,-0.17377553450375047
359,1.436,-0.1309035875491445
360,1.44,-0.11236297643029089
361,1.444,-0.03633805729164584
362,1.448,-0.023647619004978943
363,1.452,-0.025024882033310332
364,1.456,0.003080411568380532
365,1.46,0.05076349820879444
366,1.464,0.08810129085832998
367,1.468,0.050545527636279425
368,1.472,-0.0029647706629027104
369,1.476,0.029748219335734235
370,1.48,0.056069572372790775
371,1.484,0.1085912512775808
372,1.488,0.1028699456761718
373,1.492,0.05445617289041255
374,1.496,0.05611676112338996
375,1.5,0.08336040476045023
376,1.504,0.12592643227806813
377,1.508,0.0952133103346288
378,1.512,0.06811801202480831
379,1.516,0.06715489712223059
380,1.52,0.11702664693283607
381,1.524,0.13419462956266542
382,1.528,0.14406334355442899
383,1.532,0.09523678977064784
384,1.536,0.092034547086936
385,1.54,0.14955449884746186
386,1.544,0.13954412983613912
387,1.548,0.14717632886108462
388,1.552,0.11076698139891025
389,1.556,0.09104236431326927
390,1.56,0.1626408801813476
391,1.564,0.2302993287037247
392,1.568,0.20775174204546434
393,1.572,0.1841415140139173
394,1.576,0.19632809677169
395,1.58,0.2427154648443353
396,1.584,0.2595614097020068
397,1.588,0.28099090256435144
398,1.592,0.22544574894110486
399,1.596,0.20401428369248284
400,1.6,0.2493353816242447
401,1.604,0.27391576960487657
402,1.608,0.2786315879820296
403,1.612,0.2532607268993505
404,1.616,0.2670966891982324
405,1.62,0.32189262712593364
406,1.624,0.30363686755650726
407,1.628,0.3264514232502293
408,1.632,0.26231648737290236
409,1.636,0.2788882904351992
410,1.64,0.3024602867763653
411,1.644,0.30549958800849736
412,1.648,0.34194962621772074
413,1.652,0.27185110466538626
414,1.656,0.2582135371670663
415,1.66,0.2788152173479376
416,1.664,0.3157222693837304
417,1.668,0.31783557853980626
418,1.672,0.26016980416100477
419,1.676,0.2506420768657126
420,1.68,0.2777123828709227
421,1.684,0.3208097753240334
422,1.688,0.27012725483078914
423,1.692,0.20002000575090384
424,1.696,0.22408580313037638
425,1.7,0.22277962637405194
426,1.704,0.27233876644473315
427,1.708,0.2364270652721837
428,1.712,0.17577021815060226
429,1.716,0.16129020353693502
430,1.72,0.21292060241979122
431,1.724,0.23794368468273874
432,1.728,0.1785823825833615
433,1.732,0.1286359498896784
434,1.736,0.12209746895741364
435,1.74,0.1106458252858143
436,1.744,0.15521525081047893
437,1.748,0.12635181552830896
438,1.752,0.08191361855400757
439,1.756,0.03944604166518896
440,1.76,0.05034987098165282
441,1.764,0.06651344038994833
442,1.768,0.0629423432170316
443,1.772,0.025972100366987393
444,1.776,0.008936646125670035
445,1.78,0.07545741273906384
446,1.784,0.08725439969277772
447,1.788,0.031170185924805402
448,1.792,0.007835841968585621
449,1.796,-0.02385931459828045
450,1.8,0.0066044636284911355
451,1.804,0.04366619084722042
452,1.808,0.034422835076037106
453,1.812,-0.027981487517264515
454,1.816,-0.019128128721227017
455,1.82,-0.028924329012695454
456,1.824,0.021952613689739546
457,1.828,0.05309538586511908
458,1.832,-0.033292427564510306
459,1.836,-0.02644130147342867
460,1.84,-0.01923875932634519
461,1.844,0.021206363692134748
462,1.848,-0.004341360217040137
463,1.852,-0.04858810937735564
464,1.856,-0.07300926330983211
465,1.86,-0.018360461348372145
466,1.864,-0.008213231490273502
467,1.868,0.006682277758332734
468,1.872,-0.02621554819226563
469,1.876,-0.050761754032697136
470,1.88,-0.027683704147234582
471,1.884,0.02092305686545752
472,1.888,-0.003052474319940413
473,1.892,-0.01885434827104861
474,1.896,-0.07794341266007573
475,1.9,-0.013824320769415175
476,1.904,-0.005963156285975539
477,1.908,-0.004955242749255535
478,1.912,0.01054803238687349
479,1.916,-0.005082352782482424
480,1.92,0.004923646500354612
481,1.924,0.030078488098545932
482,1.928,-0.0029066289614425797
483,1.932,0.005550086448460955
484,1.936,0.05207182131031403
485,1.94,0.05524810629766675
486,1.944,0.07588517996509093
487,1.948,0.08636654703457014
488,1.952,0.012892992095612649
489,1.956,0.0263479663702133
490,1.96,0.0693947436732097
491,1.964,0.10107826469643927
492,1.968,0.10495040651208551
493,1.972,0.055609669429862355
494,1.976,0.047579711687228333
495,1.98,0.0543411557054474
496,1.984,0.11314760328597899
497,1.988,0.10969202244292954
498,1.992,0.017069483076571357
499,1.996,0.00044515890916270104
500,2.0,0.0677662406420999
501,2.004,0.0670961811504894
502,2.008,0.07626503240326178
503,2.012,-0.00518459487604239
504,2.016,0.009064137309921724
505,2.02,0.011322323077889176
506,2.024,0.03977705743055906
507,2.028,0.043648182745729375
508,2.032,-0.03884391395706821
509,2.036,-0.06833174429100157
510,2.04,-0.03214826078382105
511,2.044,0.01179679780427162
512,2.048,-0.04236751154112203
513,2.052,-0.048534436747752985
514,2.056,-0.08665824817179463
515,2.06,-0.026816880311268488
516,2.064,-0.06067650449699458
517,2.068,-0.04745096077218965
518,2.072,-0.10743031596994335
519,2.076,-0.10696647879366526
520,2.08,-0.056362076758838434
521,2.084,-0.03252713939239003
522,2.088,-0.04818091704530815
523,2.092,-0.08923554603754282
524,2.096,-0.09736948953630196
525,2.1,-0.08882886684429099
526,2.104,-0.02962795091615676
527,2.108,-0.051480303394374566
528,2.112,-0.11051879844377718
529,2.116,-0.13769907872713885
530,2.12,-0.12932532917099201
531,2.124,-0.08309478107910287
532,2.128,-0.1438703446400994
533,2.132,-0.18307887500552497
534,2.136,-0.17564125107327466
535,2.14,-0.09162842753812941
536,2.144,0.025291117709470016
537,2.148,0.14076317509723796
538,2.152,0.269306299830555
539,2.156,0.4433723620734573
540,2.16,0.6566271175811653
541,2.164,0.8377082706709262
542,2.168,0.96396070423618
543,2.172,0.9514401158801279
544,2.176,0.8683104227084026
545,2.18,0.7632317495233311
546,2.184,0.6385822962392989
547,2.188,0.42055749141970944
548,2.192,0.15890237405943367
549,2.196,0.005241522929777517
550,2.2,-0.0886914142656778
551,2.204,-0.176607906942731
552,2.208,-0.2400131456742193
553,2.212,-0.3542902991554588
554,2.216,-0.3362469861518872
555,2.22,-0.30277736660872023
556,2.224,-0.2772071283774179
557,2.228,-0.2470103130407262
558,2.232,-0.29950376691294445
559,2.236,-0.24994003734274756
560,2.24,-0.16472094423038314
561,2.244,-0.11505713334807198
562,2.248,-0.07217889177781589
563,2.252,-0.07329926456016994
564,2.256,-0.1314698905060282
565,2.26,-0.08417041203929758
566,2.264,-0.02606696936243208
567,2.268,-0.009862718328975294
568,2.272,-0.09847653906239126
569,2.276,-0.0813442612416475
570,2.28,-0.016309666762203467
571,2.284,-0.04186574157215257
572,2.288,-0.04393705509970956
573,2.292,-0.06533825247017455
574,2.296,-0.07512677665910608
575,2.3,-0.012793083504375758
576,2.304,0.01565482997277412
577,2.308,-0.027524761991756796
578,2.312,-0.021208137510418668
579,2.316,-0.046958626047698626
580,2.32,0.026701387688768324
581,2.324,0.033183503859203725
582,2.328,0.02812306797066352
583,2.332,0.016365008097469626
584,2.336,0.016182903185784487
585,2.34,0.05267285805425112
586,2.344,0.056725470874473105
587,2.348,0.09347869090930294
588,2.352,0.03370729264178309
589,2.356,0.05371313586171535
590,2.36,0.06715218427338493
591,2.364,0.14421113626954143
592,2.368,0.11909821089305808
593,2.372,0.07952508265648775
594,2.376,0.11281385870396123
595,2.38,0.14753329635919876
596,2.384,0.17515145910962793
597,2.388,0.2090780313314265
598,2.392,0.14301905333150733
599,2.396,0.14755905639868486
600,2.4,0.1933955399360783
601,2.404,0.21845552181912814
602,2.408,0.2325642714617736
603,2.412,0.1798912747237035
604,2.416,0.17523833292816657
605,2.42,0.2455990373338196
606,2.424,0.23999126718354796
607,2.428,0.2061323313337045
608,2.432,0.24013254891493951
609,2.436,0.24616905478665296
610,2.44,0.2272606503182418
611,2.444,0.23308732256283776
612,2.448,0.24887640051258267
613,2.452,0.2065268311256698
614,2.456,0.19304957001779097
615,2.46,0.206386032980427
616,2.464,0.2660156421018258
617,2.468,0.24741360167293683
618,2.472,0.1643076242848933
619,2.476,0.18478090510977008
620,2.48,0.23550935668849995
621,2.484,0.2274540153869699
622,2.488,0.1975747419644324
623,2.492,0.15150170873307536
624,2.496,0.1435917316876219
625,2.5,0.12550845390065932
626,2.504,0.18351078514380692
627,2.508,0.15122558040878348
628,2.512,0.14066240102796124
629,2.516,0.08178207593585649
630,2.52,0.13845299838524905
631,2.524,0.11213046959626215
632,2.528,0.12023949758759074
633,2.532,0.06481326430096203
634,2.536,0.021446381086670265
635,2.54,0.06454889184433991
636,2.544,0.10772337827778043
637,2.548,0.058917556605512456
638,2.552,-0.014958715169739189
639,2.556,-0.005282806661520751
640,2.56,0.004700725907147849
641,2.564,0.04107909081569983
642,2.568,0.0264628050903683
643,2.572,-0.05011096868778626
644,2.576,-0.06700019554830733
645,2.58,-0.0013497755782554965
646,2.584,0.008849439533942804
647,2.588,-0.04523685053345602
648,2.592,-0.03032830486989279
649,2.596,-0.056142180927278684
650,2.6,-0.044131894708657936
651,2.604,-0.024886848639906575
652,2.608,-0.0017230435734921744
653,2.612,-0.05419058656991321
654,2.616,-0.032587169707427276
655,2.62,-0.036635783712018456
656,2.624,-0.005694345854268452
657,2.628,-0.02991841767956264
658,2.632,-0.05466450848335191
659,2.636,-0.07193412792332647
660,2.64,-0.028283509287031054
661,2.644,-0.027651469829749704
662,2.648,-0.03939529874396329
663,2.652,-0.08174817560914158
664,2.656,-0.07187925644021434
665,2.66,-0.025990095293788523
666,2.664,-0.02792974534465992
667,2.668,-0.03989120366687571
668,2.672,-0.06745837163211253
669,2.676,-0.0898277498450549
670,2.68,-0.03440588123081578
671,2.684,-0.058050057813093414
672,2.688,-0.044196938554358564
673,2.692,-0.08343166813082983
674,2.696,-0.12249797520428224
675,2.7,-0.06321679575597605
676,2.704,-0.027215244461667017
677,2.708,-0.02493827621940051
678,2.712,-0.03996602290893165
679,2.716,-0.07430721884834326
680,2.72,-0.05196543569608702
681,2.724,0.002453592546883181
682,2.728,0.013675126694957986
683,2.732,-0.05946088169482894
684,2.736,-0.06609716061817322
685,2.74,-0.0010301503931532726
686,2.744,0.023968829543401578
687,2.748,0.03303865130854507
688,2.752,-0.013519103125367431
689,2.756,-0.006581454040699085
690,2.76,0.0024392325327142715
691,2.764,0.06127005684005801
692,2.768,0.05215010601569148
693,2.772,1.5117093600799242e-05
694,2.776,-0.012030878440592304
695,2.78,0.06837172549633981
696,2.784,0.08921426149627606
697,2.788,0.07010377630876406
698,2.792,0.050680141564584086
699,2.796,0.06431877251327943
700,2.8,0.039748351001029934
701,2.804,0.0897658520385102
702,2.808,0.08906579902856097
703,2.812,0.09156629299421062
704,2.816,0.05741258052552632
705,2.82,0.09826367771266432
706,2.824,0.09516077379086135
707,2.828,0.07993039514841334
708,2.832,0.06335889504823584
709,2.836,0.03933710592978988
710,2.84,0.07660629850301624
711,2.844,0.0913548904980311
712,2.848,0.0814225064828803
713,2.852,0.03231214029779198
714,2.856,0.02485738765619591
715,2.86,0.05279436015830863
716,2.864,0.0366357845836176
717,2.868,0.007066550739145944
718,2.872,0.019114805641945853
719,2.876,0.004790139779477731
720,2.88,-0.006255107360660508
721,2.884,0.007750868196068031
722,2.888,0.02654567562621941
723,2.892,-0.002946066385037853
724,2.896,-0.0029510363510390214
725,2.9,0.004794991329988312
726,2.904,0.020014920489857226
727,2.908,-0.0037980580407465936
728,2.912,-0.03003291522420832
729,2.916,-0.04940466046975844
730,2.92,-0.02979704389985501
731,2.924,0.05805903364617129
732,2.928,0.04013780244869428
733,2.932,-0.013237734533628514
734,2.936,-0.06401805108962544
735,2.94,-0.0010495457926887886
736,2.944,0.023695576876332104
737,2.948,-0.0009482027946058052
738,2.952,-0.04059611477693789
739,2.956,-0.08161442082117334
740,2.96,-0.06520196873792122
741,2.964,-0.04885722677659658
742,2.968,-0.07148628967589828
743,2.972,-0.1379520258381619
744,2.976,-0.08062223763348776
745,2.98,0.005886930564356862
746,2.984,0.12290232737625002
747,2.988,0.29401610142515844
748,2.992,0.4150124346354705
749,2.996,0.5762977238195028
750,3.0,0.7739045141665606
751,3.004,0.9647008589260286
752,3.008,0.9570315037407847
753,3.012,0.9189226913927083
754,3.016,0.8977836952179131
755,3.02,0.6714819060413996
756,3.024,0.6413784860500832
757,3.028,0.3798085352301281
758,3.032,0.2620141133039467
759,3.036,0.016050407915593756
760,3.04,0.015878523220999318
761,3.044,-0.10234341935430064
762,3.048,-0.16737437776471875
763,3.052,-0.21031055482196548
764,3.056,-0.2920719212008194
765,3.06,-0.18919483443168778
766,3.064,-0.23718328327004318
767,3.068,-0.14050297416205235
768,3.072,-0.1246134953079924
769,3.076,-0.1191336940249684
770,3.08,0.037230270579763455
771,3.084,-0.023754788816110012
772,3.088,-0.0816856895743376
773,3.092,-0.059912095184068266
774,3.096,0.0329170889438057
775,3.1,0.06772933945476219
776,3.104,0.08830314913671458
777,3.108,0.0073096627667774
778,3.112,0.03946053753939354
779,3.116,-0.06308740198982153
780,3.12,0.10738422101182499
781,3.124,0.22217775010851437
782,3.128,0.1184630070558258
783,3.132,0.0887760993732163
784,3.136,0.01089559867461469
785,3.14,-0.02931668608522702
786,3.144,0.08113104686943434
787,3.148,0.06256544339664871
788,3.152,0.004875097575766568
789,3.156,0.13533941139373323
790,3.16,0.12605671486160425
791,3.164,0.1586062195721749
792,3.168,0.12110850070968131
793,3.172,0.11179352071219405
794,3.176,0.14654270092253574
795,3.18,0.15602728678835273
796,3.184,0.22488004706462325
797,3.188,0.16398722255450704
798,3.192,0.1382709385897964
799,3.196,0.12250823538403104
800,3.2,0.09375373505047153
801,3.204,0.19760022177068257
802,3.208,0.214314875159061
803,3.212,0.15727878780901966
804,3.216,0.2113119329796369
805,3.22,0.25612568189829954
806,3.224,0.22395250268931152
807,3.228,0.20683095697232431
808,3.232,0.28980015545088744
809,3.236,0.30611041920687376
810,3.24,0.2301376156177311
811,3.244,0.34387741435005503
812,3.248,0.3706770555304981
813,3.252,0.322651922714697
814,3.256,0.2869184717990216
815,3.26,0.34027516056657214
816,3.264,0.37817537555431047
817,3.268,0.3794008997399376
818,3.272,0.36917431104046283
819,3.276,0.34435140335555214
820,3.28,0.3873088078788515
821,3.284,0.4185232420387124
822,3.288,0.37665559863048886
823,3.292,0.3693238247191107
824,3.296,0.40882625059188193
825,3.3,0.3217114631665632
826,3.304,0.27788308955134733
827,3.308,0.4415196636326605
828,3.312,0.3131631052391058
829,3.316,0.2034396148688189
830,3.32,0.3003184332695898
831,3.324,0.3775104605254458
832,3.328,0.31428679300897283
833,3.332,0.24985073625048693
834,3.336,0.3205902103931637
835,3.34,0.23656474738530797
836,3.344,0.22957536227018863
837,3.348,0.3000073319553003
838,3.352,0.22798684754444237
839,3.356,0.20244050617158987
840,3.36,0.27000013565635145
841,3.364,0.264531018353272
842,3.368,0.24176710374313012
843,3.372,0.18539144614314063
844,3.376,0.13925708033885012
845,3.38,0.18284368546086818
846,3.384,0.20948562497635181
847,3.388,0.22356107835538302
848,3.392,0.17083052801513515
849,3.396,0.10464479516779769
850,3.4,0.12375150147399125
851,3.404,0.17800258217277673
852,3.408,0.11958200282446929
853,3.412,0.08136182108145762
854,3.416,0.18883279031856515
855,3.42,0.09043153020062264
856,3.424,0.1637109507214135
857,3.428,0.17710061818432216
858,3.432,0.09287141720687568
859,3.436,0.19031209108016722
860,3.44,0.06101934885453229
861,3.444,0.12181216717327448
862,3.448,0.057285755251927174
863,3.452,0.058731920620963135
864,3.456,0.08809331302272155
865,3.46,0.11618199838477161
866,3.464,0.08680093108372057
867,3.468,0.12928205598943301
868,3.472,0.0416138858336382
869,3.476,0.02209602094546117
870,3.48,0.19378110857242137
871,3.484,0.13041276129865842
872,3.488,0.06065592337001544
873,3.492,0.04465906897771796
874,3.496,-0.010652459928294139
875,3.5,0.10360319241510406
876,3.504,0.1023581815962783
877,3.508,0.07549086252640717
878,3.512,0.060504311052471275
879,3.516,0.07860243433681177
880,3.52,0.03669529779248909
881,3.524,0.09138375193795192
882,3.528,0.09797195970605811
883,3.532,0.12281588207264428
884,3.536,0.057808117062965514
885,3.54,0.021902599203899212
886,3.544,0.14769222643943433
887,3.548,0.051977844218174675
888,3.552,0.028543222425625785
889,3.556,0.019664563238073418
890,3.56,0.15933036697418068
891,3.564,0.14421879526929396
892,3.568,0.1624230244501013
893,3.572,0.15685962360731298
894,3.576,0.22363355017139624
895,3.58,0.04154638783585819
896,3.584,0.13837065842088137
897,3.588,0.07798124396666695
898,3.592,0.05998738186630191
899,3.596,0.03307647526863589
900,3.6,0.12527229615243296
901,3.604,0.11120354814770525
902,3.608,0.18205581804585821
903,3.612,0.17149380133607187
904,3.616,0.14754308269725605
905,3.62,0.19871922010143245
906,3.624,0.23054363513846485
907,3.628,0.18489545501917873
908,3.632,0.25968543652406473
909,3.636,0.1743362462473664
910,3.64,0.12975315406943794
911,3.644,0.21320995905766088
912,3.648,0.14512820023986478
913,3.652,0.18915225547830847
914,3.656,0.13895494102670383
915,3.66,0.17496242749954205
916,3.664,0.33661273360665334
917,3.668,0.25420213781592854
918,3.672,0.20588341354151285
